filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,rms_energy,zero_crossing_rate
TCL01_ESN_Good_Cam_Gear_Atulya_320_Brake_LI_20260210114752.wav,10.072959899902344,61.519874572753906,-35.131004333496094,17.63776969909668,-11.339688301086426,3.804462432861328,-22.052793502807617,15.820734977722168,3.5954487323760986,1.131670355796814,7.084794044494629,3.5592539310455322,-1.6143680810928345,0.710524320602417,-7.014549732208252,8.149801254272461,-2.0079314708709717,16.05443000793457,1.2924281358718872,-1.5068296194076538,0.403259813785553,0.3579060733318329,0.4536595642566681,0.5418194532394409,0.5936271548271179,0.6094295978546143,0.477586567401886,0.5460346937179565,0.9318113923072815,0.6335282921791077,0.40636029839515686,0.4486222267150879,11.731511418129037,12.64045883067788,12.918707387751324,16.394098595513,14.9280675757309,15.286009952319526,48.63116270907115,0.1589229702949524,0.22659181942840648
TCL_06_64566464_Atulya_320_Brake_LI_20260315171021.wav,2.108499526977539,61.85293960571289,-21.923250198364258,28.418493270874023,-12.465483665466309,-27.725120544433594,-19.72771453857422,16.039033889770508,-9.158158302307129,10.199647903442383,-13.071972846984863,-2.30021333694458,0.07267435640096664,-11.043902397155762,-7.006723880767822,10.94538688659668,-7.775121688842773,8.80971622467041,-11.082524299621582,7.323015213012695,0.6425055265426636,0.5539783835411072,0.4929552674293518,0.34674420952796936,0.3921063244342804,0.5331647396087646,0.7196220755577087,0.9235402345657349,0.6974139213562012,0.40673986077308655,0.34863021969795227,0.46591758728027344,13.126329076704701,10.683465352660496,12.53552158154405,18.188818727840385,16.54700617846088,17.934502015292722,49.172851618627966,0.1645430624485016,0.21820520471643517
TCL_06_64569568_Atulya_320_Brake_LI_20260314004327.wav,7.683648586273193,61.90538024902344,-15.180879592895508,21.723054885864258,-16.570241928100586,-32.79688262939453,-17.9271183013916,13.887726783752441,-9.698695182800293,11.55051040649414,-18.534841537475586,1.5046191215515137,-0.046889085322618484,-18.394779205322266,-7.770217418670654,6.673015594482422,-9.097379684448242,4.754603862762451,-12.485564231872559,5.99213981628418,0.4746488332748413,0.5580421090126038,0.4841079115867615,0.45221683382987976,0.45151206851005554,0.38990989327430725,0.4460352063179016,0.6778744459152222,0.938731849193573,0.6016495823860168,0.37667736411094666,0.35512810945510864,16.026207020667297,11.091982765181392,13.179310447642491,18.30672881214488,16.814188586404473,19.153528364263988,47.7845928340039,0.17868034541606903,0.20388002748842593
TCL_06_64570152_Atulya_320_Brake_LI_20260315140620.wav,2.634377956390381,63.99248504638672,-20.051305770874023,30.958057403564453,-15.764331817626953,-30.02861785888672,-19.406442642211914,16.877796173095703,-13.569089889526367,8.66801929473877,-15.250452041625977,-4.181597709655762,-0.2873953878879547,-15.532291412353516,-8.607719421386719,6.053815841674805,-8.635651588439941,7.216620445251465,-10.851897239685059,1.7104395627975464,0.5274819135665894,0.543082058429718,0.5273424386978149,0.4853704869747162,0.3736797869205475,0.5610690116882324,0.6565172672271729,0.8005549907684326,0.9218696355819702,0.5365902781486511,0.4475337862968445,0.42153412103652954,15.21543508933275,10.431145855878704,12.767750441763576,18.44718809484236,16.110465225709277,18.823277823003984,46.661763289341835,0.1663479208946228,0.2052069769965278
TCL_06_64570472_Atulya_320_Brake_LI_20260314090459.wav,4.687132835388184,62.02751159667969,-17.249643325805664,22.74629783630371,-15.27542495727539,-31.96528434753418,-15.371163368225098,13.378012657165527,-14.562748908996582,12.171772956848145,-15.25766658782959,4.890405178070068,-0.09203476458787918,-14.942388534545898,-6.279080867767334,3.118077278137207,-10.236838340759277,7.7756500244140625,-10.589642524719238,6.035924911499023,0.46496841311454773,0.5190446376800537,0.6897720694541931,0.5485934019088745,0.48232588171958923,0.5411291718482971,0.5549210906028748,0.8530420660972595,0.8277089595794678,0.4253399074077606,0.32945987582206726,0.34008651971817017,15.892419114567153,11.146506120984464,13.015275900657933,17.60237018904209,16.02201745325252,19.363056034980627,49.53034133710531,0.16839613020420074,0.2084949634693287
TCL_06_64570488_Atulya_320_Brake_LI_20260314232621.wav,0.6520567536354065,55.915916442871094,-19.491310119628906,18.46599578857422,-18.90028953552246,-34.4998779296875,-20.36353874206543,17.90142822265625,-7.522597789764404,13.733368873596191,-14.060832977294922,3.41091251373291,0.09212500602006912,-14.135109901428223,-9.469097137451172,5.616247177124023,-8.702762603759766,8.822970390319824,-14.571818351745605,5.060886383056641,0.37547481060028076,0.5149821639060974,0.46315494179725647,0.39726993441581726,0.36654964089393616,0.3836185336112976,0.43842971324920654,0.873863697052002,0.8921843767166138,0.4237426519393921,0.275115430355072,0.26083654165267944,14.913586414797376,11.371723540724098,13.814269939878777,19.266045762470302,16.80627544726041,18.51993838852159,48.62802594237463,0.17087718844413757,0.2197808159722222
TCL_06_64570688_Atulya_320_Brake_LI_20260314164053.wav,21.723312377929688,63.57896041870117,-18.894975662231445,29.202451705932617,-16.726457595825195,-24.818437576293945,-14.019861221313477,11.880873680114746,-14.477559089660645,10.578245162963867,-16.005992889404297,-5.174102306365967,0.24851955473423004,-10.302122116088867,-5.331904888153076,8.612882614135742,-6.4762115478515625,6.03093957901001,-11.60706901550293,4.569612979888916,0.5016126036643982,0.39210888743400574,0.38405367732048035,0.31895262002944946,0.41021597385406494,0.5547507405281067,0.8080192804336548,0.9384139776229858,0.7478030920028687,0.5459526181221008,0.46015867590904236,0.48518383502960205,14.610072119765656,11.064591850924877,12.784616267624726,16.861058794859996,16.294034342537746,18.61891482271451,49.24980976320976,0.19243565201759338,0.2112494574652778
TCL_06_64570808_Atulya_320_Brake_LI_20260315000745.wav,-8.343202590942383,59.75536346435547,-23.72969627380371,21.468149185180664,-19.049076080322266,-35.14379119873047,-21.87874412536621,19.913679122924805,-8.795035362243652,16.454788208007812,-13.751514434814453,-3.0686285495758057,0.42923787236213684,-15.476648330688477,-8.736515045166016,5.060687065124512,-8.534393310546875,8.285968780517578,-11.463849067687988,4.512258052825928,0.2742053270339966,0.36347848176956177,0.31747451424598694,0.2803938388824463,0.26127952337265015,0.3586980700492859,0.4100850522518158,0.749152660369873,0.9587582945823669,0.43075841665267944,0.22570163011550903,0.20581504702568054,16.506190189060547,10.776053119523972,13.867835031403715,20.472818138783996,16.617247883531988,19.045646563051005,47.981796200528336,0.1648065447807312,0.20390828450520834
TCL_06_64570916_Atulya_320_Brake_LI_20260315124942.wav,0.15116021037101746,60.11867141723633,-22.026512145996094,26.354307174682617,-18.723133087158203,-31.642562866210938,-21.220069885253906,20.24802589416504,-8.59872055053711,11.040143013000488,-14.980072975158691,-1.3531172275543213,0.0846175104379654,-14.08802318572998,-8.683001518249512,6.464001655578613,-8.364167213439941,5.828389644622803,-13.218729972839355,0.200752392411232,0.46519824862480164,0.48953232169151306,0.5843324661254883,0.3931678533554077,0.2827293872833252,0.39272916316986084,0.4947534501552582,0.7134456038475037,0.961174726486206,0.5155882239341736,0.32252037525177,0.31815874576568604,15.136704460870808,10.486349396774074,12.852722076162786,19.400471753721703,16.325618067098613,18.230429301658802,47.35159340433782,0.16479599475860596,0.20899341724537038
TCL_06_64570928_Atulya_320_Brake_LI_20260315074554.wav,18.25299835205078,60.83982467651367,-18.681808471679688,20.373884201049805,-20.485458374023438,-31.23436164855957,-17.706756591796875,15.989081382751465,-14.417762756347656,16.992717742919922,-10.206501960754395,-2.2604284286499023,-0.33107104897499084,-13.916746139526367,-7.109576225280762,0.4597976803779602,-8.946297645568848,6.124316692352295,-14.902104377746582,3.97430682182312,0.2814491391181946,0.32840240001678467,0.36371830105781555,0.44724199175834656,0.3834991455078125,0.38318198919296265,0.5023433566093445,0.7764743566513062,0.8920527100563049,0.4806230068206787,0.26081550121307373,0.2534434497356415,16.60740011129675,10.644126142682468,13.335530407869426,18.777799284485436,16.42886702070487,18.720069217348122,49.81724592700356,0.19954107701778412,0.20738728841145834
TCL_06_64570976_Atulya_320_Brake_LI_20260316071123.wav,13.116362571716309,55.65224075317383,-23.051876068115234,19.53029441833496,-16.118261337280273,-36.235862731933594,-15.751112937927246,16.07079315185547,-9.946189880371094,13.91695785522461,-18.04100227355957,4.032597064971924,-6.496072292327881,-14.091705322265625,-7.427478313446045,1.7180074453353882,-9.103919982910156,9.341179847717285,-12.492076873779297,6.579387664794922,0.3177819550037384,0.3956686556339264,0.4606771171092987,0.41962364315986633,0.2885361909866333,0.3527170419692993,0.4218665361404419,0.7376233339309692,0.9636169075965881,0.4689285457134247,0.2784533202648163,0.27186673879623413,16.438783121251568,10.525909939941377,13.62270441489139,19.323259297273186,15.85755001464564,19.179008198581954,50.45953960475048,0.18957680463790894,0.21681835033275462
TCL_06_ESN_Atulya_300_Brake_LI_20250812150213.wav,11.571083068847656,67.83165740966797,-1.1229758262634277,30.26183319091797,-9.55157470703125,9.863387107849121,-15.163856506347656,10.93603515625,-2.780184745788574,8.107008934020996,-0.9435068964958191,1.1652542352676392,-5.102810382843018,-3.165832996368408,-1.393498182296753,-0.5035172700881958,-4.6484856605529785,4.685895919799805,-6.018679141998291,4.14838981628418,0.32805392146110535,0.44620248675346375,0.6033307313919067,0.6493373513221741,0.44370558857917786,0.3671407699584961,0.43188509345054626,0.6621686220169067,0.875165581703186,0.7953680753707886,0.47882187366485596,0.36407122015953064,13.532096843864506,12.552576678716365,13.670141713888825,15.828743072643066,14.991993123027619,14.60818491450879,47.03515044847605,0.17862528562545776,0.17564561631944445
TCL_06_ESN_Atulya_300_Brake_LI_20260306153650.wav,1.387272596359253,52.101219177246094,-19.520692825317383,21.79130744934082,-12.81842041015625,-32.86930465698242,-20.319684982299805,18.735416412353516,-12.090794563293457,15.681482315063477,-17.34006690979004,-0.8350846171379089,-2.862645387649536,-16.461946487426758,-8.542975425720215,5.973535537719727,-11.505248069763184,7.994877338409424,-15.388117790222168,8.468476295471191,0.3955996334552765,0.5632515549659729,0.7807257175445557,0.4256730377674103,0.30982592701911926,0.5133755207061768,0.5251023769378662,0.6784570217132568,0.8747298121452332,0.5868550539016724,0.35807013511657715,0.31799665093421936,16.98173759160881,10.312068736435936,13.38324982923572,18.6664387718675,17.04476217864924,19.22844240686468,51.13724718064908,0.16580377519130707,0.23795346860532407
TCL_06_ESN_Atulya_300_Brake_LI_20260306184449.wav,11.377116203308105,62.66285705566406,-16.798799514770508,33.848751068115234,-19.730329513549805,-22.934221267700195,-19.066335678100586,20.60610580444336,-9.363419532775879,8.882457733154297,-6.669088363647461,-0.9189404249191284,-3.4281373023986816,-13.319474220275879,-9.652746200561523,10.425469398498535,-5.967453956604004,9.31715202331543,-9.364752769470215,1.3613734245300293,0.41046664118766785,0.36061686277389526,0.4148758351802826,0.45285284519195557,0.3693407475948334,0.533096969127655,0.593822181224823,0.833108127117157,0.9257873892784119,0.4426143765449524,0.31149405241012573,0.29104217886924744,12.312952923668659,10.717983170617286,12.871738252957122,18.952549422646385,16.662012441468757,17.214249375533225,47.328628553993404,0.17902208864688873,0.2139926486545139
TCL_06_ESN_Atulya_300_Brake_LI_20260306192630.wav,15.387017250061035,60.10984802246094,-17.684247970581055,31.138965606689453,-13.63205337524414,-26.71351432800293,-20.44655990600586,17.499555587768555,-9.435091018676758,11.930234909057617,-14.790105819702148,-4.599599361419678,-3.387364625930786,-14.774415016174316,-11.306952476501465,6.681758880615234,-7.311426162719727,9.561043739318848,-12.636756896972656,4.46572208404541,0.429315984249115,0.4382152557373047,0.4827536344528198,0.43593332171440125,0.2931163012981415,0.3471534550189972,0.5163388252258301,0.7394670844078064,0.9466389417648315,0.6417372822761536,0.38231512904167175,0.33229053020477295,13.635364702775338,10.631862601542743,12.742819606229457,19.168126705637125,16.291282623351826,18.1156284486906,48.2254752936988,0.1883930265903473,0.2181057400173611
TCL_06_ESN_Atulya_300_Brake_LI_20260307094824.wav,24.29654884338379,55.790592193603516,-20.310184478759766,25.54290771484375,-13.560585021972656,-30.199583053588867,-22.253782272338867,17.153596878051758,-10.276918411254883,15.538175582885742,-13.359703063964844,-4.6523919105529785,-1.8756365776062012,-12.459589958190918,-11.053719520568848,7.114963054656982,-11.019469261169434,7.529849052429199,-13.36009693145752,7.692928791046143,0.43977952003479004,0.4920918941497803,0.46631819009780884,0.39691367745399475,0.3100743889808655,0.4081721007823944,0.5534481406211853,0.8368409276008606,0.9290419220924377,0.48124638199806213,0.29592031240463257,0.2971189320087433,14.978050848593101,10.185270031348818,13.416866450288952,19.03167149206466,16.46013534129001,18.59070002037611,49.205206663108065,0.20469538867473602,0.2246071144386574
TCL_06_ESN_Atulya_300_Brake_LI_20260307103553.wav,11.443648338317871,55.53994369506836,-17.278539657592773,26.88324737548828,-13.203718185424805,-29.682676315307617,-22.202375411987305,15.941577911376953,-12.64914321899414,14.933246612548828,-13.520875930786133,2.531553030014038,-0.2488994002342224,-12.47713851928711,-10.387731552124023,9.862837791442871,-7.016373157501221,9.00179386138916,-12.456677436828613,4.616758346557617,0.5230029821395874,0.613799512386322,0.6090988516807556,0.4949754774570465,0.39176714420318604,0.4446737766265869,0.5282077193260193,0.7639323472976685,0.9142393469810486,0.4804522693157196,0.3513523042201996,0.40642258524894714,13.498302027482113,10.025029260892982,12.631725221318463,18.546982459958002,16.71544315094825,18.448090321589408,49.769988092230875,0.17920227348804474,0.2276577419704861
